[№],any_data,correct_first_symbol,correct_symbols,no_double_dot,no_eight_symbols_without_letter,correct_last_symbol,correct_amount_symbols,result,[blocked],[reason]
782,False,False,True,True,True,True,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
783,False,False,True,True,True,True,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
784,False,False,True,True,True,False,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
785,False,False,True,True,True,False,True,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
786,False,False,True,True,True,False,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
787,False,False,True,True,True,False,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
788,False,False,True,True,True,False,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
789,False,False,True,True,True,False,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
790,False,False,True,True,True,False,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
791,False,False,True,True,True,False,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
792,False,False,True,True,True,False,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
793,False,False,True,True,True,False,False,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
794,False,False,True,True,True,False,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
795,False,False,True,True,True,False,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
796,False,False,True,True,True,False,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
797,False,False,True,True,True,False,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
798,False,False,True,True,True,False,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
799,False,False,True,True,True,False,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
800,False,False,True,True,False,True,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
801,False,False,True,True,False,True,True,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
802,False,False,True,True,False,True,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
803,False,False,True,True,False,True,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
804,False,False,True,True,False,True,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
805,False,False,True,True,False,True,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
806,False,False,True,True,False,True,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
807,False,False,True,True,False,True,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
808,False,False,True,True,False,True,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
809,False,False,True,True,False,True,False,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
810,False,False,True,True,False,True,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
811,False,False,True,True,False,True,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
812,False,False,True,True,False,True,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
813,False,False,True,True,False,True,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
814,False,False,True,True,False,True,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
815,False,False,True,True,False,True,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
816,False,False,True,True,False,False,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
817,False,False,True,True,False,False,True,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
818,False,False,True,True,False,False,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
819,False,False,True,True,False,False,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
820,False,False,True,True,False,False,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
821,False,False,True,True,False,False,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
822,False,False,True,True,False,False,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
823,False,False,True,True,False,False,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
824,False,False,True,True,False,False,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
825,False,False,True,True,False,False,False,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
826,False,False,True,True,False,False,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
827,False,False,True,True,False,False,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
828,False,False,True,True,False,False,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
829,False,False,True,True,False,False,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
830,False,False,True,True,False,False,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
831,False,False,True,True,False,False,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
832,False,False,True,False,True,True,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
833,False,False,True,False,True,True,True,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
834,False,False,True,False,True,True,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
835,False,False,True,False,True,True,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
836,False,False,True,False,True,True,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
837,False,False,True,False,True,True,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
838,False,False,True,False,True,True,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
839,False,False,True,False,True,True,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
840,False,False,True,False,True,True,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
841,False,False,True,False,True,True,False,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
842,False,False,True,False,True,True,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
843,False,False,True,False,True,True,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
844,False,False,True,False,True,True,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
845,False,False,True,False,True,True,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
846,False,False,True,False,True,True,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
847,False,False,True,False,True,True,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
848,False,False,True,False,True,False,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
849,False,False,True,False,True,False,True,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
850,False,False,True,False,True,False,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
851,False,False,True,False,True,False,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
852,False,False,True,False,True,False,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
853,False,False,True,False,True,False,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
854,False,False,True,False,True,False,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
855,False,False,True,False,True,False,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
856,False,False,True,False,True,False,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
857,False,False,True,False,True,False,False,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
858,False,False,True,False,True,False,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
859,False,False,True,False,True,False,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
860,False,False,True,False,True,False,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
861,False,False,True,False,True,False,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
862,False,False,True,False,True,False,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
863,False,False,True,False,True,False,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
864,False,False,True,False,False,True,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
865,False,False,True,False,False,True,True,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
866,False,False,True,False,False,True,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
867,False,False,True,False,False,True,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
868,False,False,True,False,False,True,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
869,False,False,True,False,False,True,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
870,False,False,True,False,False,True,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
871,False,False,True,False,False,True,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
872,False,False,True,False,False,True,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
873,False,False,True,False,False,True,False,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
874,False,False,True,False,False,True,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
875,False,False,True,False,False,True,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
876,False,False,True,False,False,True,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
877,False,False,True,False,False,True,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
878,False,False,True,False,False,True,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
879,False,False,True,False,False,True,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
880,False,False,True,False,False,False,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
881,False,False,True,False,False,False,True,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
882,False,False,True,False,False,False,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
883,False,False,True,False,False,False,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
884,False,False,True,False,False,False,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
885,False,False,True,False,False,False,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
886,False,False,True,False,False,False,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
887,False,False,True,False,False,False,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
888,False,False,True,False,False,False,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
889,False,False,True,False,False,False,False,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
890,False,False,True,False,False,False,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
891,False,False,True,False,False,False,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
892,False,False,True,False,False,False,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
893,False,False,True,False,False,False,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
894,False,False,True,False,False,False,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
895,False,False,True,False,False,False,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
896,False,False,False,True,True,True,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
897,False,False,False,True,True,True,True,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
898,False,False,False,True,True,True,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
899,False,False,False,True,True,True,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
900,False,False,False,True,True,True,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
901,False,False,False,True,True,True,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
902,False,False,False,True,True,True,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
903,False,False,False,True,True,True,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
904,False,False,False,True,True,True,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
905,False,False,False,True,True,True,False,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
906,False,False,False,True,True,True,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
907,False,False,False,True,True,True,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
908,False,False,False,True,True,True,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
909,False,False,False,True,True,True,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
910,False,False,False,True,True,True,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
911,False,False,False,True,True,True,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
912,False,False,False,True,True,False,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
913,False,False,False,True,True,False,True,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
914,False,False,False,True,True,False,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
915,False,False,False,True,True,False,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
916,False,False,False,True,True,False,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
917,False,False,False,True,True,False,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
918,False,False,False,True,True,False,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
919,False,False,False,True,True,False,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
920,False,False,False,True,True,False,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
921,False,False,False,True,True,False,False,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
922,False,False,False,True,True,False,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
923,False,False,False,True,True,False,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
924,False,False,False,True,True,False,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
925,False,False,False,True,True,False,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
926,False,False,False,True,True,False,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
927,False,False,False,True,True,False,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
928,False,False,False,True,False,True,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
929,False,False,False,True,False,True,True,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
930,False,False,False,True,False,True,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
931,False,False,False,True,False,True,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
932,False,False,False,True,False,True,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
933,False,False,False,True,False,True,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
934,False,False,False,True,False,True,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
935,False,False,False,True,False,True,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
936,False,False,False,True,False,True,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
937,False,False,False,True,False,True,False,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
938,False,False,False,True,False,True,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
939,False,False,False,True,False,True,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
940,False,False,False,True,False,True,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
941,False,False,False,True,False,True,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
942,False,False,False,True,False,True,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
943,False,False,False,True,False,True,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
944,False,False,False,True,False,False,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
945,False,False,False,True,False,False,True,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
946,False,False,False,True,False,False,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
947,False,False,False,True,False,False,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
948,False,False,False,True,False,False,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
949,False,False,False,True,False,False,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
950,False,False,False,True,False,False,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
951,False,False,False,True,False,False,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
952,False,False,False,True,False,False,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
953,False,False,False,True,False,False,False,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
954,False,False,False,True,False,False,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
955,False,False,False,True,False,False,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
956,False,False,False,True,False,False,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
957,False,False,False,True,False,False,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
958,False,False,False,True,False,False,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
959,False,False,False,True,False,False,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
960,False,False,False,False,True,True,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
961,False,False,False,False,True,True,True,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
962,False,False,False,False,True,True,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
963,False,False,False,False,True,True,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
964,False,False,False,False,True,True,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
965,False,False,False,False,True,True,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
966,False,False,False,False,True,True,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
967,False,False,False,False,True,True,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
968,False,False,False,False,True,True,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
969,False,False,False,False,True,True,False,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
970,False,False,False,False,True,True,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
971,False,False,False,False,True,True,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
972,False,False,False,False,True,True,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
973,False,False,False,False,True,True,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
974,False,False,False,False,True,True,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
975,False,False,False,False,True,True,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
976,False,False,False,False,True,False,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
977,False,False,False,False,True,False,True,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
978,False,False,False,False,True,False,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
979,False,False,False,False,True,False,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
980,False,False,False,False,True,False,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
981,False,False,False,False,True,False,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
982,False,False,False,False,True,False,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
983,False,False,False,False,True,False,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
984,False,False,False,False,True,False,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
985,False,False,False,False,True,False,False,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
986,False,False,False,False,True,False,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
987,False,False,False,False,True,False,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
988,False,False,False,False,True,False,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
989,False,False,False,False,True,False,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
990,False,False,False,False,True,False,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
991,False,False,False,False,True,False,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
992,False,False,False,False,False,True,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
993,False,False,False,False,False,True,True,Нет данных,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
